uri,title,doi,abstract,processed_abstract
http://orkg.org/orkg/resource/R108336,Trafficking Fraudulent Accounts: The Role of the Underground Market in Twitter Spam and Abuse,,,
http://orkg.org/orkg/resource/R108341,Release planning of mobile apps based on user reviews,10.1145/2884781.2884818,,
http://orkg.org/orkg/resource/R108344,"How We Refactor, and How We Know It",10.1109/tse.2011.41,"Refactoring is widely practiced by developers, and considerable research and development effort has been invested in refactoring tools. However, little has been reported about the adoption of refactoring tools, and many assumptions about refactoring practice have little empirical support. In this paper, we examine refactoring tool usage and evaluate some of the assumptions made by other researchers. To measure tool usage, we randomly sampled code changes from four Eclipse and eight Mylyn developers and ascertained, for each refactoring, if it was performed manually or with tool support. We found that refactoring tools are seldom used: 11 percent by Eclipse developers and 9 percent by Mylyn developers. To understand refactoring practice at large, we drew from a variety of data sets spanning more than 39,000 developers, 240,000 tool-assisted refactorings, 2,500 developer hours, and 12,000 version control commits. Using these data, we cast doubt on several previously stated assumptions about how programmers refactor, while validating others. Finally, we interviewed the Eclipse and Mylyn developers to help us understand why they did not use refactoring tools and to gather ideas for future research.","refactoring is widely practiced by developers, and considerable research and development effort has been invested in refactoring tools. however, little has been reported about the adoption of refactoring tools, and many assumptions about refactoring practice have little empirical support. in this paper, we examine refactoring tool usage and evaluate some of the assumptions made by other researchers. to measure tool usage, we randomly sampled code changes from four eclipse and eight mylyn developers and ascertained, for each refactoring, if it was performed manually or with tool support. we found that refactoring tools are seldom used: 11 percent by eclipse developers and 9 percent by mylyn developers. to understand refactoring practice at large, we drew from a variety of data sets spanning more than 39,000 developers, 240,000 tool-assisted refactorings, 2,500 developer hours, and 12,000 version control commits. using these data, we cast doubt on several previously stated assumptions about how programmers refactor, while validating others. finally, we interviewed the eclipse and mylyn developers to help us understand why they did not use refactoring tools and to gather ideas for future research."
http://orkg.org/orkg/resource/R108347,The Usability (or Not) of Refactoring Tools,10.1109/saner50967.2021.00030,"Although software developers typically have access to numerous refactoring tools, most developers avoid using these tools despite their benefits. Researchers have identified many reasons for the disuse of refactoring tools, including a lack of awareness by the developers, a lack of predictability of the tools, and a lack of need for the tools. In this paper, we build on this earlier work and employ the ISO 9241-11 definition of usability to develop a theory of usability for refactoring tools. We investigate existing refactoring tools using this theory by analyzing how 17 developers experience refactoring tools in three software change tasks we asked them to perform. We analyze qualitatively the resulting interview transcripts based on our theory and report on a number of observations that can inform tool designers interested in improving the usability of refactoring tools. For instance, we found a desire for developers to guide how a refactoring tool changes the code and a need for refactoring tools to describe changes made to developers. Refactoring tools are currently expected to preserve program behavior. These observations indicate that it may be necessary to give developers more control over this property, including the ability to relax it, for the tools to be usable; that is, for the tools to be effective, efficient and satisfying for the developer to employ.","although software developers typically have access to numerous refactoring tools, most developers avoid using these tools despite their benefits. researchers have identified many reasons for the disuse of refactoring tools, including a lack of awareness by the developers, a lack of predictability of the tools, and a lack of need for the tools. in this paper, we build on this earlier work and employ the iso 9241-11 definition of usability to develop a theory of usability for refactoring tools. we investigate existing refactoring tools using this theory by analyzing how 17 developers experience refactoring tools in three software change tasks we asked them to perform. we analyze qualitatively the resulting interview transcripts based on our theory and report on a number of observations that can inform tool designers interested in improving the usability of refactoring tools. for instance, we found a desire for developers to guide how a refactoring tool changes the code and a need for refactoring tools to describe changes made to developers. refactoring tools are currently expected to preserve program behavior. these observations indicate that it may be necessary to give developers more control over this property, including the ability to relax it, for the tools to be usable; that is, for the tools to be effective, efficient and satisfying for the developer to employ."
http://orkg.org/orkg/resource/R108350,Improving Usability of Software Refactoring Tools,10.1109/aswec.2007.24,"Post-deployment maintenance and evolution can account for up to 75% of the cost of developing a software system. Software refactoring can reduce the costs associated with evolution by improving system quality. Although refactoring can yield benefits, the process includes potentially complex, error-prone, tedious and time-consuming tasks. It is these tasks that automated refactoring tools seek to address. However, although the refactoring process is well-defined, current refactoring tools do not support the full process. To develop better automated refactoring support, we have completed a usability study of software refactoring tools. In the study, we analysed the task of software refactoring using the ISO 9241-11 usability standard and Fitts¿ List of task allocation. Expanding on this analysis, we reviewed 11 collections of usability guidelines and combined these into a single list of 38 guidelines. From this list, we developed 81 usability requirements for refactoring tools. Using these requirements, the software refactoring tools Eclipse 3.2, Condenser 1.05, RefactorIT 2.5.1, and Eclipse 3.2 with the Simian UI 2.2.12 plugin were studied. Based on the analysis, we have selected a subset of the requirements that will be incorporated into a prototype refactoring tool intended to address the full refactoring process.","post-deployment maintenance and evolution can account for up to 75% of the cost of developing a software system. software refactoring can reduce the costs associated with evolution by improving system quality. although refactoring can yield benefits, the process includes potentially complex, error-prone, tedious and time-consuming tasks. it is these tasks that automated refactoring tools seek to address. however, although the refactoring process is well-defined, current refactoring tools do not support the full process. to develop better automated refactoring support, we have completed a usability study of software refactoring tools. in the study, we analysed the task of software refactoring using the iso 9241-11 usability standard and fitts¿ list of task allocation. expanding on this analysis, we reviewed 11 collections of usability guidelines and combined these into a single list of 38 guidelines. from this list, we developed 81 usability requirements for refactoring tools. using these requirements, the software refactoring tools eclipse 3.2, condenser 1.05, refactorit 2.5.1, and eclipse 3.2 with the simian ui 2.2.12 plugin were studied. based on the analysis, we have selected a subset of the requirements that will be incorporated into a prototype refactoring tool intended to address the full refactoring process."
http://orkg.org/orkg/resource/R108368,SDM-RDFizer: An RML Interpreter for the Efficient Creation of RDF Knowledge Graphs,,"In recent years, the amount of data has increased exponentially, and knowledge graphs have gained attention as data structures to integrate data and knowledge harvested from myriad data sources. However, data complexity issues like large volume, high-duplicate rate, and heterogeneity usually characterize these data sources, being required data management tools able to address the negative impact of these issues on the knowledge graph creation process. In this paper, we propose the SDM-RDFizer, an interpreter of the RDF Mapping Language (RML), to transform raw data in various formats into an RDF knowledge graph. SDM-RDFizer implements novel algorithms to execute the logical operators between mappings in RML, allowing thus to scale up to complex scenarios where data is not only broad but has a high-duplication rate. We empirically evaluate the SDM-RDFizer performance against diverse testbeds with diverse configurations of data volume, duplicates, and heterogeneity. The observed results indicate that SDM-RDFizer is two orders of magnitude faster than state of the art, thus, meaning that SDM-RDFizer an interoperable and scalable solution for knowledge graph creation. SDM-RDFizer is publicly available as a resource through a Github repository and a DOI.","in recent years, the amount of data has increased exponentially, and knowledge graphs have gained attention as data structures to integrate data and knowledge harvested from myriad data sources. however, data complexity issues like large volume, high-duplicate rate, and heterogeneity usually characterize these data sources, being required data management tools able to address the negative impact of these issues on the knowledge graph creation process. in this paper, we propose the sdm-rdfizer, an interpreter of the rdf mapping language (rml), to transform raw data in various formats into an rdf knowledge graph. sdm-rdfizer implements novel algorithms to execute the logical operators between mappings in rml, allowing thus to scale up to complex scenarios where data is not only broad but has a high-duplication rate. we empirically evaluate the sdm-rdfizer performance against diverse testbeds with diverse configurations of data volume, duplicates, and heterogeneity. the observed results indicate that sdm-rdfizer is two orders of magnitude faster than state of the art, thus, meaning that sdm-rdfizer an interoperable and scalable solution for knowledge graph creation. sdm-rdfizer is publicly available as a resource through a github repository and a doi."
http://orkg.org/orkg/resource/R108372,Simple and difficult mathematics in children. A Minimum Spanning Tree EEG network analysis,,,
http://orkg.org/orkg/resource/R108374,Genetic effects on source level phase-locked and phase-independent brain responses in a visual oddball task,,,
http://orkg.org/orkg/resource/R108376,Altered Cross-frequency Coupling in Resting-State MEG after Mild Traumatic Brain Injury,,,
http://orkg.org/orkg/resource/R108378,Reconfiguration of Dominant Coupling Modes in Mild Traumatic Brain Injury Mediated by _-band Activity: a Resting State MEG Study,,,
http://orkg.org/orkg/resource/R108380,Altered Rich-Club and Frequency-Dependent Subnetwork Organization in Mild Traumatic Brain Injury: A MEG Resting-State Study,,,
http://orkg.org/orkg/resource/R108382,Data-driven Topological Filtering based on Orthogonal Minimal Spanning Trees: Application to Multi-Group MEG Resting-State Connectivity,,,
http://orkg.org/orkg/resource/R108384,Source reconstruction of somatosensory P20/N20 component: comparison of stimulation types,,,
http://orkg.org/orkg/resource/R108386,Aberrant Whole-Brain Transitions and Dynamics of Spontaneous Network Microstates in Mild Traumatic Brain Injury,,,
http://orkg.org/orkg/resource/R108388,Inter-Subject Variability of Skull Conductivity and Thickness in Calibrated Realistic Head Models,,,
http://orkg.org/orkg/resource/R108390,A novel method for calibrating head models to account for variability in conductivity and its evaluation in a sphere model,,"<P>The accuracy in electroencephalography (EEG) and combined EEG and magnetoencephalography (MEG) source reconstructions as well as in optimized transcranial electric stimulation (TES) depends on the conductive properties assigned to the head model, and most importantly on individual skull conductivity. In this study, we present an automatic pipeline to calibrate head models with respect to skull conductivity based on the reconstruction of the P20/N20 response using somatosensory evoked potentials and fields. In order to validate in a well-controlled setup without interplay with numerical errors, we evaluate the accuracy of this algorithm in a 4-layer spherical head model using realistic noise levels as well as dipole sources at different eccentricities with strengths and orientations related to somatosensory experiments. Our results show that the reference skull conductivity can be reliably reconstructed for sources resembling the generator of the P20/N20 response. In case of erroneous assumptions on scalp conductivity, the resulting skull conductivity parameter counterbalances this effect, so that EEG source reconstructions using the fitted skull conductivity parameter result in lower errors than when using the standard value. We propose an automatized procedure to calibrate head models which only relies on non-invasive modalities that are available in a standard MEG laboratory, measures under <I>in vivo</I> conditions and in the low frequency range of interest. Calibrated head modeling can improve EEG and combined EEG/MEG source analysis as well as optimized TES.</P>","the accuracy in electroencephalography (eeg) and combined eeg and magnetoencephalography (meg) source reconstructions as well as in optimized transcranial electric stimulation (tes) depends on the conductive properties assigned to the head model, and most importantly on individual skull conductivity. in this study, we present an automatic pipeline to calibrate head models with respect to skull conductivity based on the reconstruction of the p20/n20 response using somatosensory evoked potentials and fields. in order to validate in a well-controlled setup without interplay with numerical errors, we evaluate the accuracy of this algorithm in a 4-layer spherical head model using realistic noise levels as well as dipole sources at different eccentricities with strengths and orientations related to somatosensory experiments. our results show that the reference skull conductivity can be reliably reconstructed for sources resembling the generator of the p20/n20 response. in case of erroneous assumptions on scalp conductivity, the resulting skull conductivity parameter counterbalances this effect, so that eeg source reconstructions using the fitted skull conductivity parameter result in lower errors than when using the standard value. we propose an automatized procedure to calibrate head models which only relies on non-invasive modalities that are available in a standard meg laboratory, measures under in vivo conditions and in the low frequency range of interest. calibrated head modeling can improve eeg and combined eeg/meg source analysis as well as optimized tes."
http://orkg.org/orkg/resource/R108392,Parametrizing the Conditionally Gaussian Prior Model for Source Localization with Reference to the P20/N20 Component of Median Nerve SEP/SEF,,,
http://orkg.org/orkg/resource/R108394,Synchronization coupling investigation using ICA cluster analysis in resting MEG signals in Reading Difficulties,,"The understanding of the mechanisms of human brain is a demanding issue for neuroscience research. Physiological studies acknowledge the usefulness of synchronization coupling in the study of dysfunctions associated with reading difficulties. Magnetoencephalogram (MEG) is a useful tool towards this direction having been assessed for its superior accuracy over other modalities. In this paper we consider synchronization features for identifying brain operations. Independent Component Analysis (ICA) is applied on MEG surface signals in controls and children with reading difficulties and are clustered to representative components. Then, coupling measures of mutual information and partial directed coherence are estimated in order to reveal dysfunction of cerebral networks and its related coordination.","the understanding of the mechanisms of human brain is a demanding issue for neuroscience research. physiological studies acknowledge the usefulness of synchronization coupling in the study of dysfunctions associated with reading difficulties. magnetoencephalogram (meg) is a useful tool towards this direction having been assessed for its superior accuracy over other modalities. in this paper we consider synchronization features for identifying brain operations. independent component analysis (ica) is applied on meg surface signals in controls and children with reading difficulties and are clustered to representative components. then, coupling measures of mutual information and partial directed coherence are estimated in order to reveal dysfunction of cerebral networks and its related coordination."
http://orkg.org/orkg/resource/R108396,A Minimal Spanning Tree Analysis of EEG Responses to Complex Visual Stimuli,,"Human brain is the most complicated network and its functional mechanism is a demanding concept in neuroscience research. Graph theory and forms an interesting tool for modeling the brain interactions and estimated brain parameters. In this paper, we consider synchronization features for modeling brain operations in electro-encephalogram (EEG) responses to kanizsa and fractal stimuli, using minimal spanning tree (MST) on a network of phase synchronization EEG channels. Graphs of phase-synchronization activity and MST structures are computed using these graphs. The proposed approach yields evidence that the fractal stimuli generate stronger energy response and synchronization of theta band in occipital lobe.","human brain is the most complicated network and its functional mechanism is a demanding concept in neuroscience research. graph theory and forms an interesting tool for modeling the brain interactions and estimated brain parameters. in this paper, we consider synchronization features for modeling brain operations in electro-encephalogram (eeg) responses to kanizsa and fractal stimuli, using minimal spanning tree (mst) on a network of phase synchronization eeg channels. graphs of phase-synchronization activity and mst structures are computed using these graphs. the proposed approach yields evidence that the fractal stimuli generate stronger energy response and synchronization of theta band in occipital lobe."
http://orkg.org/orkg/resource/R108398,Rich Club Differentiation of Phase Synchronization EEG Responses,,,
http://orkg.org/orkg/resource/R108400,Comparison of Brain Network Models using Cross-Frequency Coupling and Attack Strategies,,"Several neuroimaging studies have suggested that functional brain connectivity networks exhibit &#x201C;small-world&#x201D; characteristics, whereas recent studies based on structural data have proposed a &#x201C;rich-club&#x201D; organization of brain networks, whereby hubs of high connection density tend to connect among themselves compared to nodes of lower density. In this study, we adopted an &#x201C;attack strategy&#x201D; to compare the rich-club and small-world organizations and identify the model that describes best the topology of brain connectivity. We hypothesized that the highest reduction in global efficiency caused by a targeted attack on each model's hubs would reveal the organization that better describes the topology of the underlying brain networks. We applied this approach to magnetoencephalographic data obtained at rest from neurologically intact controls and mild traumatic brain injury patients. Functional connectivity networks were computed using phase-to-amplitude cross-frequency coupling between the &#x03B4; and &#x03B2; frequency bands. Our results suggest that resting state MEG connectivity networks follow a rich-club organization.","several neuroimaging studies have suggested that functional brain connectivity networks exhibit &#x201c;small-world&#x201d; characteristics, whereas recent studies based on structural data have proposed a &#x201c;rich-club&#x201d; organization of brain networks, whereby hubs of high connection density tend to connect among themselves compared to nodes of lower density. in this study, we adopted an &#x201c;attack strategy&#x201d; to compare the rich-club and small-world organizations and identify the model that describes best the topology of brain connectivity. we hypothesized that the highest reduction in global efficiency caused by a targeted attack on each model's hubs would reveal the organization that better describes the topology of the underlying brain networks. we applied this approach to magnetoencephalographic data obtained at rest from neurologically intact controls and mild traumatic brain injury patients. functional connectivity networks were computed using phase-to-amplitude cross-frequency coupling between the &#x03b4; and &#x03b2; frequency bands. our results suggest that resting state meg connectivity networks follow a rich-club organization."
http://orkg.org/orkg/resource/R108402,Color Characteristics for the Evaluation of Suspended Sediments,,"This study focuses on a significant issue of the environmental monitoring application area, which is the suspended sediment concentration estimation. More specifically, the purpose of the current work is to provide a new non-intrusive way to estimate the suspended sediment (SS) distribution. The proposed methodology uses the color characteristics of river flow images and provides a high correlation factor with the suspended sediment measurements. In our opinion, the importance of the current work derives from the fact that it provides an alternative and effective way of estimating SS distribution rather as opposed to the conventional method that requires human presence, especially if we consider the difficulty of taking measurements of the river pollution during flush flood events when the sediment distribution is increased and is directly related to water quality.","this study focuses on a significant issue of the environmental monitoring application area, which is the suspended sediment concentration estimation. more specifically, the purpose of the current work is to provide a new non-intrusive way to estimate the suspended sediment (ss) distribution. the proposed methodology uses the color characteristics of river flow images and provides a high correlation factor with the suspended sediment measurements. in our opinion, the importance of the current work derives from the fact that it provides an alternative and effective way of estimating ss distribution rather as opposed to the conventional method that requires human presence, especially if we consider the difficulty of taking measurements of the river pollution during flush flood events when the sediment distribution is increased and is directly related to water quality."
